Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Alaska,2019,51,2019-12-21,84,69,0,20,,,0,,,,,21,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2019,52,2019-12-28,100,89,,23,,,,,,,0,25,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,1,2020-01-04,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,2,2020-01-11,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,3,2020-01-18,99,83,,21,,,0,,,,0,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,4,2020-01-25,97,82,,21,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,5,2020-02-01,85,74,,17,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,6,2020-02-08,92,75,0,15,,,,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,7,2020-02-15,89,74,,20,,,0,,,,0,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,8,2020-02-22,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,9,2020-02-29,84,76,,18,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,10,2020-03-07,79,68,,20,0,,,,,,0,15,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,11,2020-03-14,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,12,2020-03-21,69,56,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,13,2020-03-28,85,74,,16,,,,,,,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,14,2020-04-04,98,84,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,15,2020-04-11,83,70,,15,,,,,,,,19,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,16,2020-04-18,80,71,0,17,,,,,0,,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,17,2020-04-25,61,55,,12,0,,,,,,0,12,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Alaska,2020,18,2020-05-02,86,77,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,19,2020-05-09,89,77,,20,,,,,,0,0,13,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
Alaska,2020,20,2020-05-16,83,68,0,18,,0,,,0,,,20,,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,21,2020-05-23,82,68,0,19,,,0,,0,0,0,17,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
Alaska,2020,22,2020-05-30,97,82,,23,,,0,,0,,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,23,2020-06-06,78,65,0,15,,,,,,0,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,24,2020-06-13,88,70,,19,,,,,,0,0,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,25,2020-06-20,91,73,0,28,0,,,,0,,,14,,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,26,2020-06-27,88,65,0,16,,,,,,0,,14,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,27,2020-07-04,83,63,,16,,,0,,0,,,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,28,2020-07-11,100,82,,20,,,0,,0,,,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,29,2020-07-18,87,70,0,19,,,0,,0,,,12,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,30,2020-07-25,91,74,0,20,,,,,0,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,31,2020-08-01,112,81,0,17,,,0,,,,,17,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,32,2020-08-08,98,84,,14,,,0,,0,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,33,2020-08-15,70,64,0,15,,,0,,0,,,16,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,34,2020-08-22,108,97,,24,,,,,0,0,,27,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,35,2020-08-29,86,70,,23,,,0,,0,0,,11,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,36,2020-09-05,90,79,0,20,,,,,,0,0,16,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,37,2020-09-12,69,62,0,21,,,0,,0,,,10,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,38,2020-09-19,89,77,,16,,,0,,,,,,10,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,39,2020-09-26,86,80,,14,,,0,,,,,16,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,40,2020-10-03,51,46,0,,,,0,,,0,0,13,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,41,2020-10-10,66,63,,15,,,,,,,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,42,2020-10-17,61,59,,20,,,0,,,,0,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,43,2020-10-24,23,21,0,,,,0,0,0,,0,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2019,1,2019-01-05,1351,1224,12,260,44,61,34,86,23,27,20,314,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,2,2019-01-12,1350,1211,10,263,49,52,28,101,25,17,22,310,59,0,0,,,,,,,,,,,,,,,
Arizona,2019,3,2019-01-19,1270,1147,10,256,46,78,27,84,24,15,28,256,70,0,0,,,,,,,,,,,,,,,
Arizona,2019,4,2019-01-26,1253,1116,,265,36,67,33,80,19,14,18,262,53,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,5,2019-02-02,1217,1090,,258,57,47,25,93,17,15,14,239,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,6,2019-02-09,1204,1091,10,244,36,68,27,87,20,13,15,243,55,0,0,,,,,,,,,,,,,,,
Arizona,2019,7,2019-02-16,1188,1079,,234,48,62,26,81,17,14,21,246,74,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,8,2019-02-23,1313,1165,,274,52,66,33,86,17,19,23,256,60,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,9,2019-03-02,1250,1122,,238,54,44,25,99,19,14,16,277,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,10,2019-03-09,1252,1119,,254,43,50,35,75,27,24,17,274,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,11,2019-03-16,1279,1155,,280,39,65,30,80,22,21,15,288,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,12,2019-03-23,1192,1057,,229,39,63,27,81,16,15,16,233,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,13,2019-03-30,1240,1114,,236,46,71,37,80,16,,18,265,63,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,14,2019-04-06,1254,1117,,252,47,66,32,94,15,17,19,238,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,15,2019-04-13,1325,1177,,286,51,61,21,86,16,12,13,278,82,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,16,2019-04-20,1167,1049,,231,45,52,19,87,25,14,15,273,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,17,2019-04-27,1176,1054,,241,45,70,18,77,23,15,19,255,56,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,18,2019-05-04,1160,1027,,237,61,53,16,62,16,21,24,246,54,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,19,2019-05-11,1191,1057,12,244,57,53,17,81,17,10,26,263,42,0,0,,,,,,,,,,,,,,,
Arizona,2019,20,2019-05-18,1139,1003,,231,39,71,,70,15,17,22,239,44,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,21,2019-05-25,1122,1006,,242,48,53,11,70,22,11,22,220,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,22,2019-06-01,1168,1041,,251,39,59,18,76,22,15,12,235,58,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,23,2019-06-08,1074,941,,217,37,53,16,66,13,13,12,215,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,24,2019-06-15,1149,1022,,254,40,58,10,53,14,17,20,239,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,25,2019-06-22,1060,940,,199,32,52,22,68,11,19,14,239,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,26,2019-06-29,1122,973,11,249,30,53,11,66,16,,28,213,54,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,27,2019-07-06,1120,946,,248,39,46,11,62,15,10,20,214,39,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,28,2019-07-13,1165,993,10,239,39,59,11,58,17,27,18,240,51,0,0,,,,,,,,,,,,,,,
Arizona,2019,29,2019-07-20,1144,974,,223,46,49,,61,,11,16,255,52,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arizona,2019,30,2019-07-27,1068,922,,201,51,57,10,47,19,14,22,238,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,31,2019-08-03,1085,940,,226,36,51,14,65,18,,20,216,43,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,32,2019-08-10,1085,937,,232,34,61,,59,18,11,23,231,39,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,33,2019-08-17,1071,946,,248,34,41,13,64,17,16,24,232,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,34,2019-08-24,1063,933,,243,34,52,10,66,15,18,13,204,48,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,35,2019-08-31,1151,1018,,256,43,63,11,52,20,14,20,246,46,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,36,2019-09-07,1176,1017,,234,43,67,10,73,14,,22,258,45,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,37,2019-09-14,1038,910,,234,36,49,12,60,19,15,13,200,50,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,38,2019-09-21,1079,958,,236,39,57,11,51,17,13,17,225,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,39,2019-09-28,1159,1039,,236,45,54,11,67,23,16,26,247,49,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,40,2019-10-05,1102,967,,248,36,62,12,57,15,17,24,189,47,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,41,2019-10-12,1117,991,,257,46,67,13,48,13,13,14,225,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,42,2019-10-19,1139,1014,,245,35,72,20,67,21,17,18,221,48,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,43,2019-10-26,1013,906,,194,25,55,14,56,11,12,11,232,57,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,44,2019-11-02,1121,1004,,251,38,73,12,49,20,12,12,216,69,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,45,2019-11-09,1254,1115,10,271,36,75,15,65,14,17,25,268,58,0,0,,,,,,,,,,,,,,,
Arizona,2019,46,2019-11-16,1197,1062,10,242,32,56,22,58,15,19,20,240,60,0,0,,,,,,,,,,,,,,,
Arizona,2019,47,2019-11-23,1220,1075,,243,41,55,17,75,13,16,18,267,51,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,48,2019-11-30,1119,1002,12,203,44,50,15,72,19,15,19,236,57,0,0,,,,,,,,,,,,,,,
Arizona,2019,49,2019-12-07,1222,1100,11,263,52,59,20,69,19,15,20,260,48,0,0,,,,,,,,,,,,,,,
Arizona,2019,50,2019-12-14,1193,1071,,240,33,60,26,71,10,18,15,253,52,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,51,2019-12-21,1165,1039,,241,37,64,24,62,13,12,16,260,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,52,2019-12-28,1219,1112,,263,46,60,20,78,16,12,18,259,59,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,1,2020-01-04,1299,1180,,247,46,66,30,90,17,11,19,314,55,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,2,2020-01-11,1389,1247,,276,58,67,26,86,19,19,24,297,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,3,2020-01-18,1315,1175,,264,46,65,32,74,30,20,16,275,66,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,4,2020-01-25,1275,1157,10,241,54,58,36,76,25,20,25,281,58,0,0,,,,,,,,,,,,,,,
Arizona,2020,5,2020-02-01,1265,1131,,265,48,55,34,75,19,17,20,287,64,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,6,2020-02-08,1263,1137,,239,52,66,31,78,17,12,24,279,63,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,7,2020-02-15,1311,1190,,247,53,66,32,88,18,10,21,297,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,8,2020-02-22,1341,1184,,261,36,59,31,83,16,17,23,289,65,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,9,2020-02-29,1352,1197,,256,53,64,33,84,27,14,28,272,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,10,2020-03-07,1380,1237,12,256,44,67,29,78,30,16,30,310,73,0,0,,,,,,,,,,,,,,,
Arizona,2020,11,2020-03-14,1349,1203,,255,46,63,32,102,27,17,29,295,71,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,12,2020-03-21,1290,1159,,262,44,63,37,79,30,13,25,256,64,,,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2020,13,2020-03-28,1323,1214,,263,52,66,37,81,20,20,20,276,61,31,29,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,14,2020-04-04,1356,1235,,258,39,66,25,78,26,15,27,255,55,58,55,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,15,2020-04-11,1403,1262,12,243,56,57,26,84,28,17,21,254,69,91,88,,,,,,,,,,,,,,,
Arizona,2020,16,2020-04-18,1316,1192,10,255,38,69,22,74,13,21,16,246,48,96,87,,,,,,,,,,,,,,,
Arizona,2020,17,2020-04-25,1384,1282,,266,39,76,18,64,25,14,25,282,63,106,99,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,18,2020-05-02,1398,1265,,240,55,56,24,74,13,17,25,317,73,104,95,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,19,2020-05-09,1427,1287,10,252,47,60,16,76,21,11,41,281,60,127,122,,,,,,,,,,,,,,,
Arizona,2020,20,2020-05-16,1306,1160,,233,40,65,17,65,23,21,27,225,52,118,110,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,21,2020-05-23,1289,1140,10,237,53,79,15,58,22,12,18,232,67,97,88,,,,,,,,,,,,,,,
Arizona,2020,22,2020-05-30,1310,1174,,244,46,44,17,74,22,19,28,245,61,113,98,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,23,2020-06-06,1398,1216,,253,39,63,16,62,14,12,21,264,60,132,127,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,24,2020-06-13,1463,1304,10,246,47,67,13,72,26,12,35,278,55,172,152,,,,,,,,,,,,,,,
Arizona,2020,25,2020-06-20,1547,1399,14,262,56,70,12,82,30,13,39,257,64,206,192,,,,,,,,,,,,,,,
Arizona,2020,26,2020-06-27,1615,1470,12,260,46,70,16,68,28,24,48,280,60,256,236,,,,,,,,,,,,,,,
Arizona,2020,27,2020-07-04,1773,1622,,247,56,77,23,70,27,13,49,285,66,383,354,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,28,2020-07-11,1951,1794,12,251,66,76,35,80,39,11,68,304,62,501,475,,,,,,,,,,,,,,,
Arizona,2020,29,2020-07-18,1990,1765,,236,47,77,29,69,28,17,72,310,58,543,505,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,30,2020-07-25,1856,1678,,263,52,85,16,60,21,11,52,289,58,469,442,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,31,2020-08-01,1787,1579,13,246,56,63,31,74,21,13,46,276,65,388,359,,,,,,,,,,,,,,,
Arizona,2020,32,2020-08-08,1583,1421,,238,44,51,17,64,14,20,74,256,62,304,280,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,33,2020-08-15,1524,1395,,241,54,61,20,53,21,11,88,231,55,248,231,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,34,2020-08-22,1500,1331,,258,49,61,14,74,19,,69,271,59,172,153,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2020,35,2020-08-29,1458,1316,,267,69,63,11,59,21,14,100,253,72,126,112,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,36,2020-09-05,1284,1155,,226,42,54,12,52,20,20,76,263,40,92,78,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,37,2020-09-12,1269,1160,10,241,42,44,13,54,25,15,95,245,58,60,56,,,,,,,,,,,,,,,
Arizona,2020,38,2020-09-19,1247,1137,,237,42,54,14,54,,13,69,254,61,65,54,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,,,,
Arizona,2020,39,2020-09-26,1269,1181,11,238,47,60,11,63,16,,86,228,62,54,42,,,,,,,,,,Suppressed (counts 1-9),,,,,
